oracle_schema_version	oracle_row_id	feature_family_id	sample_id	manual_label	manual_label_source	manual_confidence	manual_scope	manual_scope_rule_id	manual_reason_tags	reviewed_eic	reviewed_ms2_pattern	reviewed_nl_or_product_pattern	reviewed_intensity_opportunity	dda_opportunity_basis	related_family_id	manual_review_note	manual_review_source	manual_reviewed_at
shared_peak_identity_manual_oracle_v1	FAM000144|BenignfatBC1151_DNA	FAM000144	BenignfatBC1151_DNA	pass	direct_eic_ms2_review	high	reviewed_cell		rt_close;single_plausible_peak;shape_complete;pattern_similar;low_intensity;dda_stochastic_missing	TRUE	TRUE	TRUE	TRUE	low_intensity_stochastic		FAM000144 accepted rescue: only plausible RT-region peak, complete shape, similar pattern; missing fragmentation is opportunity context.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM000144|NormalBC2312_DNA	FAM000144	NormalBC2312_DNA	pass	direct_eic_ms2_review	high	reviewed_cell		rt_close;single_plausible_peak;shape_complete;pattern_similar;low_intensity;dda_stochastic_missing	TRUE	TRUE	TRUE	TRUE	low_intensity_stochastic		FAM000144 accepted rescue: only plausible RT-region peak, complete shape, similar pattern; missing fragmentation is opportunity context.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM000144|TumorBC2312_DNA	FAM000144	TumorBC2312_DNA	fail	direct_eic_ms2_review	high	reviewed_cell		rt_too_far;pattern_mismatch;shape_normal	TRUE	TRUE	TRUE	FALSE	observed_conflict		FAM000144 rejected extra candidate: RT too far and pattern mismatch despite normal shape.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM000610|BenignfatBC1055_DNA	FAM000610	BenignfatBC1055_DNA	pass	family_all_reviewed_rule	high	reviewed_family_all_cells	fam000610_all_reviewed	rt_close;shape_complete;pattern_similar	TRUE	TRUE	TRUE	TRUE	observed		FAM000610 all reviewed current-8RAW cells should pass: RT close, shape OK, pattern similar.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM000610|BenignfatBC1151_DNA	FAM000610	BenignfatBC1151_DNA	pass	family_all_reviewed_rule	high	reviewed_family_all_cells	fam000610_all_reviewed	rt_close;shape_complete;pattern_similar	TRUE	TRUE	TRUE	TRUE	observed		FAM000610 all reviewed current-8RAW cells should pass: RT close, shape OK, pattern similar.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM000610|Breast_Cancer_Tissue_pooled_QC3	FAM000610	Breast_Cancer_Tissue_pooled_QC3	pass	family_all_reviewed_rule	high	reviewed_family_all_cells	fam000610_all_reviewed	rt_close;shape_complete;pattern_similar	TRUE	TRUE	TRUE	TRUE	observed		FAM000610 all reviewed current-8RAW cells should pass: RT close, shape OK, pattern similar.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM000610|Breast_Cancer_Tissue_pooled_QC5	FAM000610	Breast_Cancer_Tissue_pooled_QC5	pass	family_all_reviewed_rule	high	reviewed_family_all_cells	fam000610_all_reviewed	rt_close;shape_complete;pattern_similar	TRUE	TRUE	TRUE	TRUE	observed		FAM000610 all reviewed current-8RAW cells should pass: RT close, shape OK, pattern similar.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM000610|NormalBC2263_DNA	FAM000610	NormalBC2263_DNA	pass	family_all_reviewed_rule	high	reviewed_family_all_cells	fam000610_all_reviewed	rt_close;shape_complete;pattern_similar	TRUE	TRUE	TRUE	TRUE	observed		FAM000610 all reviewed current-8RAW cells should pass: RT close, shape OK, pattern similar.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM000610|NormalBC2312_DNA	FAM000610	NormalBC2312_DNA	pass	family_all_reviewed_rule	high	reviewed_family_all_cells	fam000610_all_reviewed	rt_close;shape_complete;pattern_similar	TRUE	TRUE	TRUE	TRUE	observed		FAM000610 all reviewed current-8RAW cells should pass: RT close, shape OK, pattern similar.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM000610|TumorBC2263_DNA	FAM000610	TumorBC2263_DNA	pass	family_all_reviewed_rule	high	reviewed_family_all_cells	fam000610_all_reviewed	rt_close;shape_complete;pattern_similar	TRUE	TRUE	TRUE	TRUE	observed		FAM000610 all reviewed current-8RAW cells should pass: RT close, shape OK, pattern similar.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM000610|TumorBC2312_DNA	FAM000610	TumorBC2312_DNA	pass	family_all_reviewed_rule	high	reviewed_family_all_cells	fam000610_all_reviewed	rt_close;shape_complete;pattern_similar	TRUE	TRUE	TRUE	TRUE	observed		FAM000610 all reviewed current-8RAW cells should pass: RT close, shape OK, pattern similar.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM001227|BenignfatBC1055_DNA	FAM001227	BenignfatBC1055_DNA	fail	scope_rule_unmentioned_fail	medium	scope_derived_unmentioned_fail	fam001227_unmentioned_fail	scope_derived_unmentioned_fail	TRUE	FALSE	FALSE	FALSE	not_assessed		FAM001227 unmentioned cells are fail within the reviewed current-8RAW scope.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM001227|BenignfatBC1151_DNA	FAM001227	BenignfatBC1151_DNA	fail	scope_rule_unmentioned_fail	medium	scope_derived_unmentioned_fail	fam001227_unmentioned_fail	scope_derived_unmentioned_fail	TRUE	FALSE	FALSE	FALSE	not_assessed		FAM001227 unmentioned cells are fail within the reviewed current-8RAW scope.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM001227|Breast_Cancer_Tissue_pooled_QC3	FAM001227	Breast_Cancer_Tissue_pooled_QC3	fail	scope_rule_unmentioned_fail	medium	scope_derived_unmentioned_fail	fam001227_unmentioned_fail	scope_derived_unmentioned_fail	TRUE	FALSE	FALSE	FALSE	not_assessed		FAM001227 unmentioned cells are fail within the reviewed current-8RAW scope.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM001227|Breast_Cancer_Tissue_pooled_QC5	FAM001227	Breast_Cancer_Tissue_pooled_QC5	pass	direct_eic_ms2_review	high	reviewed_cell		rt_close;single_plausible_peak;shape_complete;pattern_similar	TRUE	TRUE	TRUE	TRUE	observed		FAM001227 QC5 OK.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM001227|NormalBC2263_DNA	FAM001227	NormalBC2263_DNA	pass	direct_eic_ms2_review	high	reviewed_cell		rt_close;single_plausible_peak;shape_complete;pattern_similar	TRUE	TRUE	TRUE	TRUE	observed		FAM001227 NormalBC2263 OK.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM001227|NormalBC2312_DNA	FAM001227	NormalBC2312_DNA	suspect	direct_eic_ms2_review	medium	reviewed_cell		rt_drift_possible;pattern_partial;shape_complete	TRUE	TRUE	TRUE	TRUE	observed		FAM001227 NormalBC2312 suspect.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM001227|TumorBC2263_DNA	FAM001227	TumorBC2263_DNA	suspect	direct_eic_ms2_review	medium	reviewed_cell		rt_drift_possible;pattern_partial;shape_complete	TRUE	TRUE	TRUE	TRUE	observed		FAM001227 TumorBC2263 suspect.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM001227|TumorBC2312_DNA	FAM001227	TumorBC2312_DNA	pass	direct_eic_ms2_review	high	reviewed_cell		rt_close;single_plausible_peak;shape_complete;pattern_similar	TRUE	TRUE	TRUE	TRUE	observed		FAM001227 TumorBC2312 OK.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM001227|__family_context__	FAM001227	__family_context__	not_applicable	derived_from_related_family_context	not_applicable	family_level_context		delta_mass_related	FALSE	TRUE	TRUE	FALSE	not_applicable	FAM001239	FAM001227/FAM001239 delta-mass-like relationship is future untargeted context only.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM001589|BenignfatBC1055_DNA	FAM001589	BenignfatBC1055_DNA	human_unjudgeable	direct_eic_only_review	unjudgeable	reviewed_family_all_cells	fam001589_shape_bad	shape_bad;human_unjudgeable	TRUE	FALSE	FALSE	FALSE	not_assessed		FAM001589 human review unable to decide because overall peak shape is too poor.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM001589|BenignfatBC1151_DNA	FAM001589	BenignfatBC1151_DNA	human_unjudgeable	direct_eic_only_review	unjudgeable	reviewed_family_all_cells	fam001589_shape_bad	shape_bad;human_unjudgeable	TRUE	FALSE	FALSE	FALSE	not_assessed		FAM001589 human review unable to decide because overall peak shape is too poor.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM001589|Breast_Cancer_Tissue_pooled_QC3	FAM001589	Breast_Cancer_Tissue_pooled_QC3	human_unjudgeable	direct_eic_only_review	unjudgeable	reviewed_family_all_cells	fam001589_shape_bad	shape_bad;human_unjudgeable	TRUE	FALSE	FALSE	FALSE	not_assessed		FAM001589 human review unable to decide because overall peak shape is too poor.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM001589|Breast_Cancer_Tissue_pooled_QC5	FAM001589	Breast_Cancer_Tissue_pooled_QC5	human_unjudgeable	direct_eic_only_review	unjudgeable	reviewed_family_all_cells	fam001589_shape_bad	shape_bad;human_unjudgeable	TRUE	FALSE	FALSE	FALSE	not_assessed		FAM001589 human review unable to decide because overall peak shape is too poor.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM001589|NormalBC2263_DNA	FAM001589	NormalBC2263_DNA	human_unjudgeable	direct_eic_only_review	unjudgeable	reviewed_family_all_cells	fam001589_shape_bad	shape_bad;human_unjudgeable	TRUE	FALSE	FALSE	FALSE	not_assessed		FAM001589 human review unable to decide because overall peak shape is too poor.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM001589|NormalBC2312_DNA	FAM001589	NormalBC2312_DNA	human_unjudgeable	direct_eic_only_review	unjudgeable	reviewed_family_all_cells	fam001589_shape_bad	shape_bad;human_unjudgeable	TRUE	FALSE	FALSE	FALSE	not_assessed		FAM001589 human review unable to decide because overall peak shape is too poor.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM001589|TumorBC2263_DNA	FAM001589	TumorBC2263_DNA	human_unjudgeable	direct_eic_only_review	unjudgeable	reviewed_family_all_cells	fam001589_shape_bad	shape_bad;human_unjudgeable	TRUE	FALSE	FALSE	FALSE	not_assessed		FAM001589 human review unable to decide because overall peak shape is too poor.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM001589|TumorBC2312_DNA	FAM001589	TumorBC2312_DNA	human_unjudgeable	direct_eic_only_review	unjudgeable	reviewed_family_all_cells	fam001589_shape_bad	shape_bad;human_unjudgeable	TRUE	FALSE	FALSE	FALSE	not_assessed		FAM001589 human review unable to decide because overall peak shape is too poor.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM001658|BenignfatBC1151_DNA	FAM001658	BenignfatBC1151_DNA	pass	direct_eic_ms2_review	medium	reviewed_cell		rt_close;shape_complete;pattern_similar;low_intensity;dda_stochastic_missing	TRUE	TRUE	TRUE	TRUE	low_intensity_stochastic		FAM001658 supported by shape, RT and pattern, but intensity is low.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM001658|Breast_Cancer_Tissue_pooled_QC3	FAM001658	Breast_Cancer_Tissue_pooled_QC3	pass	direct_eic_ms2_review	medium	reviewed_cell		rt_close;shape_complete;pattern_similar;low_intensity;dda_stochastic_missing	TRUE	TRUE	TRUE	TRUE	low_intensity_stochastic		FAM001658 supported by shape, RT and pattern, but intensity is low.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM001658|Breast_Cancer_Tissue_pooled_QC5	FAM001658	Breast_Cancer_Tissue_pooled_QC5	pass	direct_eic_ms2_review	medium	reviewed_cell		rt_close;shape_complete;pattern_similar;low_intensity;dda_stochastic_missing	TRUE	TRUE	TRUE	TRUE	low_intensity_stochastic		FAM001658 supported by shape, RT and pattern, but intensity is low.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM001658|NormalBC2312_DNA	FAM001658	NormalBC2312_DNA	pass	direct_eic_ms2_review	medium	reviewed_cell		rt_close;shape_complete;pattern_similar;low_intensity;dda_stochastic_missing	TRUE	TRUE	TRUE	TRUE	low_intensity_stochastic		FAM001658 supported by shape, RT and pattern, but intensity is low.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM002175|BenignfatBC1055_DNA	FAM002175	BenignfatBC1055_DNA	pass	family_all_reviewed_rule	high	reviewed_family_all_cells	fam002175_all_reviewed	rt_close;shape_complete;pattern_similar	TRUE	TRUE	TRUE	TRUE	observed		FAM002175 all reviewed current-8RAW cells pass.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM002175|BenignfatBC1151_DNA	FAM002175	BenignfatBC1151_DNA	pass	family_all_reviewed_rule	high	reviewed_family_all_cells	fam002175_all_reviewed	rt_close;shape_complete;pattern_similar	TRUE	TRUE	TRUE	TRUE	observed		FAM002175 all reviewed current-8RAW cells pass.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM002175|Breast_Cancer_Tissue_pooled_QC3	FAM002175	Breast_Cancer_Tissue_pooled_QC3	pass	family_all_reviewed_rule	high	reviewed_family_all_cells	fam002175_all_reviewed	rt_close;shape_complete;pattern_similar	TRUE	TRUE	TRUE	TRUE	observed		FAM002175 all reviewed current-8RAW cells pass.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM002175|Breast_Cancer_Tissue_pooled_QC5	FAM002175	Breast_Cancer_Tissue_pooled_QC5	pass	family_all_reviewed_rule	high	reviewed_family_all_cells	fam002175_all_reviewed	rt_close;shape_complete;pattern_similar	TRUE	TRUE	TRUE	TRUE	observed		FAM002175 all reviewed current-8RAW cells pass.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM002175|NormalBC2263_DNA	FAM002175	NormalBC2263_DNA	pass	family_all_reviewed_rule	high	reviewed_family_all_cells	fam002175_all_reviewed	rt_close;shape_complete;pattern_similar	TRUE	TRUE	TRUE	TRUE	observed		FAM002175 all reviewed current-8RAW cells pass.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM002175|NormalBC2312_DNA	FAM002175	NormalBC2312_DNA	pass	family_all_reviewed_rule	high	reviewed_family_all_cells	fam002175_all_reviewed	rt_close;shape_complete;pattern_similar	TRUE	TRUE	TRUE	TRUE	observed		FAM002175 all reviewed current-8RAW cells pass.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM002175|TumorBC2263_DNA	FAM002175	TumorBC2263_DNA	pass	family_all_reviewed_rule	high	reviewed_family_all_cells	fam002175_all_reviewed	rt_close;shape_complete;pattern_similar	TRUE	TRUE	TRUE	TRUE	observed		FAM002175 all reviewed current-8RAW cells pass.	user_chat_manual_eic_ms2	2026-05-29
shared_peak_identity_manual_oracle_v1	FAM002175|TumorBC2312_DNA	FAM002175	TumorBC2312_DNA	pass	family_all_reviewed_rule	high	reviewed_family_all_cells	fam002175_all_reviewed	rt_close;shape_complete;pattern_similar	TRUE	TRUE	TRUE	TRUE	observed		FAM002175 all reviewed current-8RAW cells pass.	user_chat_manual_eic_ms2	2026-05-29
